numdevo|item|descrip|cantidad|factura|importe|precio
DV000904|23510-23700-SEO|BRAZO BIELA HYUNDAI TUCSON SEONG|3.0000||0.0000|28.1200
DV000905|21020-22960-025|JGO. CONCHA BANCADA HYUNDAI ACC/GET|2.0000||0.0000|13.3000
DV000906|23124-02210-SEO|DAMPER KIA PICANTO 2008-UP D/H SEON|1.0000||0.0000|41.5600
DV000907|58510-3K200|BOMBA FRENO HYUNDAI SONATA 3.3|1.0000||0.0000|76.4400
DV000909|41700-4A101|BOMBIN CLUTCH INF. HYUNDAI H1 2007|2.0000||0.0000|32.9600
DV000908|0K30E-10122A|JGO. ORING PRECAMARA KIA RIO 1.5 PO|3.0000||0.0000|12.5000
DV000908|0K72A-41-660D|GUAYA ACELERADOR KIA PREGIO|2.0000||0.0000|16.5200
DV000908|0K75A-46600C|GUAYA SELECTORA KIA PREGIO 3.0|1.0000||0.0000|33.9800
DV000908|0KW58-18-990|RELE BUJIA KIA PREGIO 3,07 (RB34761|2.0000||0.0000|17.5000
DV000908|0W001-25150A|CHUMACERA PUENTE CENTRA KIA PREGIO|1.0000||0.0000|25.4600
DV000908|21020-25150|JGO. SEPARADOR AXIAL HYUNDAI H1 09|2.0000||0.0000|14.6200
DV000908|21030-38100|JGO. SEPARADOR AXIAL HYUNDAI H1 07|2.0000||0.0000|7.8700
DV000908|25100-37201-SEO|BOMBA AGUA KIA SPORTAGE 2.7/ SANTA|2.0000||0.0000|42.8900
DV000908|25380-1C360-A|ELECTROVENTILADOR HYUNDAI GETZ 1.6|1.0000||0.0000|76.0000
DV000908|25720-23600|FAN CLUTCH HYUNDAI H1 07 (GWHY-08F)|1.0000||0.0000|79.8300
DV000908|49130-4A000|CHUMACERA CARDAN HYUNDAI H1 07/STA|1.0000||0.0000|28.5000
DV000908|54813-FD000|BUJE BARRA ESTAB. DEL. KIA RIO|10.0000||0.0000|2.9900
DV000908|KK1Y0-11SF0|JGO. CONCHA BIELA KIA RIO 0.10 (0.2|2.0000||0.0000|8.1600
DV000908|25100-02566-SEO|BOMBA AGUA KIA PICANTO SEONG|2.0000||0.0000|21.9100
DV000910|31911-09000|FILTRO GASOLINA HYUNDAI SONATA 3.3|1.0000||0.0000|17.5400
DV000911|25100-39010-SEO|BOMBA AGUA KIA OPIRUS SEDONA 3.5 SE|1.0000||0.0000|42.6400
DV000912|0K2C0-15171-SEO|TERMOSTATO KIA RIO STYLUS 1.5 SEONG|1.0000||0.0000|9.7000
DV000913|24410-37100-SE|TENSOR HIDRAULICO KIA SPORTAGE 2.7|1.0000||0.0000|34.1500
DV000914|24350-3E000-SE|ENGRANAJE CVVT HYUNDAI SANTA FE 2.7|1.0000||0.0000|76.0000
DV000915|23124-02201-SEO|POLEA DAMPER KIA PICANTO SEONG|2.0000||0.0000|25.6900
DV000916|24410-23050-PMC|TENSOR TIEMPO TUCSON GANCHO PMC|6.0000||0.0000|25.0500
DV000917|97133-2D100-SEO|FILTRO A/A HYUNDAI ELANTRA (2D205)|5.0000||0.0000|4.5000
DV000918|98510-3E000-SEO|BOMBA LIMPIA PARABRISAS HYUNDAI SAN|1.0000||0.0000|9.3500
DV000919|27501-23B70|JGO. CABLE BUJIA HYUNDAI TUCSON|1.0000||0.0000|15.2100
DV000920|0K2A1-17400|SENSOR DE DISTANCIA KIA RIO 1.5|1.0000||0.0000|14.0000
DV000922|25461-22024-SE|TUBO AGUA HYUNDAI ACCENT SEONG|1.0000||0.0000|18.3800
DV000923|23121-26000-SEO|ENGRANAJE CIGUENAL HYUNDAI ACCENT 2|2.0000||0.0000|9.7800
DV000925|27301-26600-DEN|BOBINA ENCENDIDO HYUNDAI GETZ 1.6 D|8.0000||0.0000|57.5000
DV000926|41421-28000-OEM|COLLARIN HYUNDAI ACCENT/GETZ KP|10.0000||0.0000|9.8000
DV000921|23510-2E410|BRAZO BIELA HYUNDAI TUCSON 2.0 2015|4.0000||0.0000|45.1700
DV000921|94460-2E000-SEO|FLOTANTE PRINCIPAL HYUNDAI TUCSON S|4.0000||0.0000|12.0800
DV000924|35150-22600|VALVULA IAC GETZ/TUC/RIO/ELAN SEONG|16.0000||0.0000|26.4600
DV000927|HDK-073-KP|KIT DE EMBRAGUE ELANTRA 2.0 KP|1.0000||0.0000|72.4200
DV000928|39310-38060-SE|SENSOR POSICION CIGUENAL HYUNDAI H1|1.0000||0.0000|15.1600
DV000929|23410-23942-050|JGO. PISTON HYUNDAI TUCSON 0.20 (0.|1.0000||0.0000|62.1000
DV000931|0S08941400-X2|BOMBA CLUTCH SUP. KIA PREGIO 3.0 ZE|1.0000||0.0000|17.2500
DV000932|93110-4F000-SE|CONMUTADOR ENCENDIDO KIA RIO 1.5 SE|1.0000||0.0000|11.5300
DV000933|57100-2E000|BOMBA DIRECCION HYUNDAI TUCSON|1.0000||0.0000|89.0000
DV000934|23110-4X000-SEO|CIGUENAL KIA PREGIO 3.0 SEONG|1.0000||0.0000|182.6200
DV000935|41610-2E005-SEO|BOMBA CLUTCH SUP. HYUNDAI TUCSON SE|2.0000||0.0000|22.1700
DV000936|31911-3E700|FILTRO GASOLINA KIA SORENTO|2.0000||0.0000|15.9000
DV000937|25100-38450-SEO|BOMBA AGUA HYUNDAI H1 07 SEONG|1.0000||0.0000|35.0000
DV000930|93110-4F000-SE|CONMUTADOR ENCENDIDO KIA RIO 1.5 SE|1.0000||0.0000|11.5300
DV000938|23060-02591|JGO. CONCHA BIELA KIA PICANTO 0.10|1.0000||0.0000|7.1500
DV000939|0K50F-18-840|SENSOR TEMP KIA RIO STYLUS 1.5|1.0000||0.0000|6.1700
DV000940|21310-26650|BOMBA ACEITE HYUNDAI GETZ 1.6/ACCEN|1.0000||0.0000|85.0000
DV000942|24410-26000-K|TENSOR TIEMPO HYUNDAI ACCENT/GETZ G|1.0000||0.0000|15.0800
DV000943|41610-1C000-SEO|BOMBA CLUTCH SUP. HYUNDAI GETZ SEON|1.0000||0.0000|28.5000
DV000944|24410-37100-SE|TENSOR HIDRAULICO KIA SPORTAGE 2.7|1.0000||0.0000|34.1500
DV000945|2304002970-STDD|JGO. ANILLO KIA PICANTO STD|1.0000||0.0000|0.0000
DV000946|25310-2D500|RADIADOR ELANTRA XD T/M|1.0000||0.0000|90.0000
DV000947|23121-23000-SEO|ENGRANAJE CIGUENAL TUCSON/ELAN/SPOR|2.0000||0.0000|34.6600
DV000948|0K72A-43400-K|BOMBA FRENO KIA PREGIO 3.0 / 0K72B-|1.0000||0.0000|69.5000
DV000949|KITGTZ030|KIT PISTON Y ANILLO GETZ 0.30 (0.75|1.0000||0.0000|72.3500
DV000950|41700-4A101|BOMBIN CLUTCH INF. HYUNDAI H1 2007|1.0000||0.0000|32.9600
DV000951|21020-22960-PMC|JGO. CONCHA BANCADA HYUNDAI ACC/GET|1.0000||0.0000|19.2900
DV000952|41430-23200|HORQUILLA EMBRAGUE HYUNDAI ELANTRA|5.0000||0.0000|9.3900
DV000952|41413-4A000|HORQUILLA HYUNDAI H1 07 CORREA|2.0000||0.0000|6.7000
DV000952|41430-22652-SE|HORQUILLA CLUTCH HYUNDAI ACCENT SEO|8.0000||0.0000|9.1300
DV000954|39318-39800-SEO|SENSOR ARBOL LEVA KIA SORENTO 3.8 S|1.0000||0.0000|12.9600
DV000954|39318-39800-OEM|SENSOR ARBOL LEVA KIA SORENTO 3.8|1.0000||0.0000|45.9300
DV000955|39318-39800-OEM|SENSOR ARBOL LEVA KIA SORENTO 3.8|1.0000||0.0000|45.9300
DV000956|96420-4A600|SENSOR DISTANCIA KM HYUNDAI GETZ/EL|1.0000||0.0000|5.7800
DV000957|24410-23770-DHM|TENSOR CADENA HYUNDAI TUCSON SEONG|1.0000||0.0000|22.8000
DV000958|39220-22020|VALVULA TEMP HYUNDAI ACC/GETZ 2 PIN|2.0000||0.0000|4.7600
DV000941|KITPISGETZ-STD|KIT PISTON Y ANILLO HYUNDAI ELANTRA|1.0000||0.0000|85.9700
DV000960|41700-4A101|BOMBIN CLUTCH INF. HYUNDAI H1 2007|4.0000||0.0000|32.9600
DV000959|006Y0-11-SJ0|JGO. SEPARADOR AXIAL KIA PREGIO STD|15.0000||0.0000|9.0000
DV000961|57150-34A00|KIT REPARACION BOMBA DIRECCION  HYU|5.0000||0.0000|7.7800
DV000953|006Y0-11-SJ0|JGO. SEPARADOR AXIAL KIA PREGIO STD|5.0000||0.0000|8.8700
DV000962|98510-3E000|BOMBA LIMPIA PARABRISAS SANTA FE/TU|1.0000||0.0000|13.4500
DV000963|23041-3C502-STD|JGO. PISTON SONATA 3.3 STD TIK 2H92|1.0000||0.0000|145.0000
DV000963|23041-3C502-050|JGO. PISTON SONATA 3.3 0.20(050) TI|1.0000||0.0000|155.0000
DV000963|KITPISSON-020|KIT PISTON Y ANILLO SONATA 3.3 0.20|1.0000||0.0000|196.3500
DV000963|KITPISSON-030|KIT PISTON Y ANILLO SONATA 3.3 0.30|1.0000||0.0000|196.3500
DV000963|KITPISSON-STD|KIT PISTON Y ANILLO SONATA 3.3 STD|1.0000||0.0000|186.3500
DV000963|0K3Y-11SA0-STD|JGO. PISTON KIA RIO 1.5 STD TIK 2K7|2.0000||0.0000|70.0000
DV000963|0K3Y0-11SA0-030|JGO. PISTON KIA RIO 1.5 0.75(030) T|2.0000||0.0000|75.0000
DV000963|0K3Y0-11SA0-100|JGO. PISTON KIA RIO 1.5 0.40 (100)|2.0000||0.0000|75.0000
DV000963|0K3Y0-11SA0-050|JGO. PISTON KIA RIO 1.5 0.20(050) T|1.0000||0.0000|70.0000
DV000964|51712-1C000|DISCO FRENO DEL. HYUNDAI GETZ 1.6|2.0000||0.0000|43.5900
DV000965|41600-4H100-SEO|BOMBA CLUTCH SUP. HYUNDAI H1 2009 S|1.0000||0.0000|23.8500
DV000966|57170-2D101-DHM|CORREA DIRECCION HYUNDAI TUCSON SEO|1.0000||0.0000|2.7500
DV000966|27301-38020|BOBINA ENCENDIDO HYUNDAI H1 06-07 /|1.0000||0.0000|36.4800
DV000968|KHBK-101YU19|KIT TIEMPO KIA PICANTO (C. DONGIL +|1.0000||0.0000|23.2000
DV000969|0K30E-10122A|JGO. ORING PRECAMARA KIA RIO 1.5 PO|1.0000||0.0000|12.5000
DV000967|006Y0-11-SJ0|JGO. SEPARADOR AXIAL KIA PREGIO STD|9.0000||0.0000|9.0000
DV000970|23355-38010-SEO|FLANCHE CIGUENAL HYUNDAI H1 07 SEON|1.0000||0.0000|7.6800
DV000971|25500-37200|TERMOSTATO SPORTAGE 2.7/ STA FE GOL|1.0000||0.0000|10.0000
DV000972|0K303-13250|INYECTOR KIA RIO 1.5 KOREA|1.0000||0.0000|20.0000
DV000973|KHBK-105RU22|KIT TIEMPO GETZ HYUNDAI 1.6/ELANTRA|1.0000||0.0000|53.0000
DV000974|24431-23500-SEO|GUIA CADENA HYUNDAI ELANTRA 2.0|2.0000||0.0000|6.6200
DV000975|22100-22021-SEO|CAMARA MOTOR HYUNDAI ACCENT SEONG|1.0000||0.0000|316.0000
DV000975|41700-4A101|BOMBIN CLUTCH INF. HYUNDAI H1 2007|4.0000||0.0000|32.9600
DV000976|54830-1C000-DLZ|BIELETA DEL. LH HYUNDAI GETZ|1.0000||0.0000|7.5000
DV000976|54840-1C000-DLZ|BIELETA DEL. RH HYUNDAI GETZ|1.0000||0.0000|7.5000
DV000977|KK1Y011SG0|JGO. CONCHA BANCADA KIA RIO STD|2.0000||0.0000|15.7200
DV000978|KK1Y0-11SH0|JGO. CONCHA BANCADA KIA RIO 0.10 (0|2.0000||0.0000|14.0000
DV000979|21020-22960-025|JGO. CONCHA BANCADA HYUNDAI ACC/GET|1.0000||0.0000|13.3000
DV000980|94460-1C000|FLOTANTE GASOLINA HYUNDAI GETZ|1.0000||0.0000|14.5500
DV000981|25412-2E100|MANGUERA RAD. INF. HYUNDAI TUCSON T|1.0000||0.0000|13.0000
DV000982|41430-23200|HORQUILLA EMBRAGUE RIO/ACCENT CVVT|3.0000||0.0000|9.3900
DV000983|28164-38210|SENSOR MAF HYUNDAI H1 07|1.0000||0.0000|60.4300
DV000984|35150-33010|VALVULA IAC KIA PIC/RIO|1.0000||0.0000|21.6500
DV000985|35150-2B000|VALVULA IAC KIA CERATO 1,6/TUCSON|1.0000||0.0000|33.0300
DV000986|4171022600|BOMBIN CLUTCH INF. HYUNDAI ACCENT /|1.0000||0.0000|19.8500
DV000987|24355-23770-SE|VALVULA OCV HYUNDAI TUCSON LARGA SE|1.0000||0.0000|43.1400
DV000988|57700-1F800-SEO|CAJETIN HIDRAULICO HYUNDAI TUCSON S|1.0000||0.0000|210.0000
DV000989|93490-2M500-TKC|CABLE ESPIRAL KIA CERATO 10-14|2.0000||0.0000|19.9600
